point_id	scenario	seed	cum_E_adult	cum_E_child	cum_I_adult	cum_I_child	cum_R_adult	cum_R_child	cum_S_adult	cum_S_child	final_E_adult	final_E_child	final_I_adult	final_I_child	final_R_adult	final_R_child	final_S_adult	final_S_child	peak_E_adult	peak_E_child	peak_I_adult	peak_I_child	peak_R_adult	peak_R_child	peak_S_adult	peak_S_child	tpeak_E_adult	tpeak_E_child	tpeak_I_adult	tpeak_I_child	tpeak_R_adult	tpeak_R_child	tpeak_S_adult	tpeak_S_child
3259	baseline	3	10051	10288	72350	73255	391026	393286	31573	28171	0	0	4	10	4996	4990	0	0	2054	2055	3533	3514	4996	4990	5000	4990	7	7	11	10	100	100	0	0
3260	baseline	1	6284	6373	59231	58113	415276	418834	24209	21680	0	0	1	1	4999	4999	0	0	2004	1954	3684	3694	4999	4999	5000	4990	5	5	8	7	97	92	0	0
3260	baseline	2	6409	6326	58364	58008	416703	419067	23524	21599	0	0	2	1	4998	4999	0	0	1985	1973	3661	3700	4998	4999	5000	4990	5	5	8	7	98	100	0	0
3260	baseline	3	6380	6366	59047	58581	417586	420016	21987	20037	0	0	2	2	4998	4998	0	0	1953	1894	3697	3747	4998	4998	5000	4990	5	4	8	7	85	96	0	0
3261	baseline	1	35885	35591	48019	47248	370441	378222	50655	43939	0	0	0	1	5000	4999	0	0	2998	2999	2045	2022	5000	4999	5000	4990	12	11	19	17	95	92	0	0
3261	baseline	2	36787	36334	48033	47052	371375	377612	48805	44002	0	0	2	0	4998	5000	0	0	2979	3099	1997	2020	4998	5000	5000	4990	12	11	18	19	96	98	0	0
3261	baseline	3	37496	36652	47893	47362	371398	376760	48213	44226	0	0	1	2	4999	4998	0	0	2990	3072	1983	2009	4999	4998	5000	4990	12	11	19	16	100	96	0	0
3262	baseline	1	22608	23008	38608	38872	408680	412301	35104	30819	0	0	0	0	5000	5000	0	0	2883	2891	2288	2200	5000	5000	5000	4990	8	8	13	12	93	68	0	0
3262	baseline	2	23542	22863	38848	38393	408847	413987	33763	29757	0	0	0	0	5000	5000	0	0	2968	3000	2232	2256	5000	5000	5000	4990	8	7	12	13	89	90	0	0
3262	baseline	3	23687	23523	39067	38725	409971	414022	32275	28730	0	0	0	0	5000	5000	0	0	2990	3058	2213	2216	5000	5000	5000	4990	8	7	13	12	71	88	0	0
3263	baseline	1	14167	14729	31393	31705	410919	414347	48521	44219	0	0	0	0	5000	5000	0	0	2079	2131	2328	2263	5000	5000	5000	4990	11	10	14	13	71	64	0	0
3263	baseline	2	14570	14462	31553	31142	413728	417485	45149	41911	0	0	0	0	5000	5000	0	0	1977	2153	2269	2417	5000	5000	5000	4990	10	10	14	13	63	56	0	0
3263	baseline	3	14838	14196	31881	31027	414422	420083	43859	39694	0	0	0	0	5000	5000	0	0	2132	2120	2361	2326	5000	5000	5000	4990	10	9	14	12	60	65	0	0
3264	baseline	1	8920	9148	25529	25226	439602	442431	30949	28195	0	0	0	0	5000	5000	0	0	2007	2019	2606	2563	5000	5000	5000	4990	7	6	9	9	53	46	0	0
3264	baseline	2	9207	9147	25575	25196	440135	443021	30083	27636	0	0	0	0	5000	5000	0	0	1987	2087	2531	2608	5000	5000	5000	4990	7	6	9	9	52	55	0	0
3264	baseline	3	9414	9123	25655	24981	440744	444394	29187	26502	0	0	0	0	5000	5000	0	0	1971	2082	2554	2573	5000	5000	5000	4990	7	6	9	8	49	57	0	0
3265	baseline	1	5671	5774	20709	20920	448417	450928	30203	27378	0	0	0	0	5000	5000	0	0	1449	1558	2580	2664	5000	5000	5000	4990	6	6	8	8	42	41	0	0
3265	baseline	2	5843	5669	20889	20210	448863	452485	29405	26636	0	0	0	0	5000	5000	0	0	1453	1541	2611	2603	5000	5000	5000	4990	6	6	8	8	39	43	0	0
3265	baseline	3	5844	5898	21119	20566	449766	452663	28271	25873	0	0	0	0	5000	5000	0	0	1548	1552	2659	2570	5000	5000	5000	4990	6	6	8	7	41	44	0	0
3266	baseline	1	32707	33158	16732	16724	408010	414004	47551	41114	0	0	0	0	5000	5000	0	0	2845	2879	1127	1129	5000	5000	5000	4990	11	11	14	14	68	71	0	0
3266	baseline	2	32867	33072	17074	16732	407350	412376	47709	42820	0	0	0	0	5000	5000	0	0	2841	2930	1127	1163	5000	5000	5000	4990	12	11	14	14	78	72	0	0
3266	baseline	3	33166	32996	16943	16488	407803	413053	47088	42463	0	0	0	0	5000	5000	0	0	2847	2969	1119	1132	5000	5000	5000	4990	12	11	15	14	77	68	0	0
3267	baseline	1	20865	20708	13525	13584	408409	415803	62201	54905	0	0	0	0	4999	5000	1	0	2090	2181	1149	1134	4999	5000	5000	4990	14	13	16	15	63	50	0	0
3267	baseline	2	20882	21145	13519	13702	412656	417847	57943	52306	0	0	0	0	4995	4999	5	1	2059	2148	1083	1167	4995	4999	5000	4990	14	13	16	15	57	49	0	0
3267	baseline	3	21305	20583	13781	13655	414901	422076	55013	48686	0	0	0	0	4995	5000	5	0	2133	2164	1111	1155	4995	5000	5000	4990	13	12	16	14	50	49	0	0
3268	baseline	1	13148	12957	10882	11042	443304	447783	37666	33218	0	0	0	0	5000	5000	0	0	2025	2144	1343	1361	5000	5000	5000	4990	8	8	10	10	39	29	0	0
3268	baseline	2	13040	13034	11075	11115	445424	449196	35461	31655	0	0	0	0	4998	5000	2	0	2110	2182	1327	1424	4998	5000	5000	4990	8	7	9	9	34	36	0	0
3268	baseline	3	13454	13329	11189	11059	443021	447306	37336	33306	0	0	0	0	4998	5000	2	0	2072	2164	1326	1336	4998	5000	5000	4990	8	8	10	9	35	45	0	0
3269	baseline	1	8177	8471	87428	85461	378522	382938	30873	28130	0	0	21	23	4979	4977	0	0	1962	2012	3785	3828	4979	4977	5000	4990	7	6	10	10	100	100	0	0
3269	baseline	2	8498	8333	87692	86972	379921	383034	28889	26661	0	0	23	21	4977	4979	0	0	1890	2060	3778	3787	4977	4979	5000	4990	6	6	10	10	99	100	0	0
3269	baseline	3	8510	8177	88537	86843	380595	385296	27358	24684	0	0	29	21	4971	4979	0	0	1997	1976	3804	3827	4971	4979	5000	4990	6	6	10	9	100	100	0	0
3270	baseline	1	5137	5208	71348	70345	406854	409918	21661	19529	0	0	5	6	4995	4994	0	0	1710	1931	3971	3953	4995	4994	5000	4990	5	4	7	7	100	99	0	0
3270	baseline	2	5334	5212	71552	70467	407123	409844	20991	19477	0	0	8	3	4992	4997	0	0	1715	1969	3939	3946	4992	4997	5000	4990	4	4	7	7	100	99	0	0
3270	baseline	3	5324	5347	71341	71180	408979	410948	19356	17525	0	0	4	7	4996	4993	0	0	1906	1939	3991	3939	4996	4993	5000	4990	4	4	7	6	96	97	0	0
3271	baseline	1	47519	46959	57891	57567	330071	339623	69519	60851	0	1	13	11	4987	4988	0	0	3022	2957	1963	1923	4987	4988	5000	4990	17	15	24	22	100	98	0	0
3271	baseline	2	47505	47017	57446	57400	338396	346059	61653	54524	1	0	10	11	4989	4989	0	0	2965	3041	1916	1939	4989	4989	5000	4990	16	14	22	22	100	100	0	0
3271	baseline	3	47571	47477	58329	57198	336242	344003	62858	56322	1	0	12	8	4987	4992	0	0	2971	3047	1920	1951	4987	4992	5000	4990	16	15	25	23	100	99	0	0
3272	baseline	1	28865	29825	47079	47151	382947	387597	46109	40427	0	0	0	1	5000	4999	0	0	2907	2977	2208	2178	5000	4999	5000	4990	11	10	17	15	95	90	0	0
3272	baseline	2	30410	29800	46621	46447	384786	389909	43183	38844	0	0	1	0	4999	5000	0	0	2910	2953	2181	2158	4999	5000	5000	4990	11	10	16	15	96	90	0	0
3272	baseline	3	30460	30246	47466	47054	384198	388890	42876	38810	0	0	1	1	4999	4999	0	0	2964	3007	2175	2178	4999	4999	5000	4990	11	10	17	15	99	94	0	0
3273	baseline	1	18449	18807	37727	38604	406290	410114	42534	37475	0	0	0	0	5000	5000	0	0	2446	2511	2341	2351	5000	5000	5000	4990	10	9	13	13	93	68	0	0
3273	baseline	2	18860	18906	38500	37163	407709	413531	39931	35400	0	0	0	0	5000	5000	0	0	2426	2516	2362	2379	5000	5000	5000	4990	9	9	13	13	89	90	0	0
3273	baseline	3	19066	18358	37867	37902	407798	412399	40269	36341	0	0	0	0	5000	5000	0	0	2476	2558	2333	2394	5000	5000	5000	4990	10	9	14	13	71	88	0	0
3274	baseline	1	11688	11917	31064	30442	432707	436115	29541	26526	0	0	0	0	5000	5000	0	0	2355	2449	2628	2584	5000	5000	5000	4990	7	6	9	9	57	52	0	0
3274	baseline	2	12034	11832	30298	30458	433789	436222	28879	26488	0	0	0	0	5000	5000	0	0	2335	2482	2536	2644	5000	5000	5000	4990	7	6	10	9	63	54	0	0
3274	baseline	3	11932	11447	30809	30737	435164	438325	27095	24491	0	0	0	0	5000	5000	0	0	2401	2428	2610	2660	5000	5000	5000	4990	6	6	9	8	55	60	0	0
3275	baseline	1	7369	7488	25226	24914	438955	442241	33450	30357	0	0	0	0	5000	5000	0	0	1694	1719	2651	2623	5000	5000	5000	4990	7	7	9	9	53	46	0	0
3275	baseline	2	7604	7455	24979	24936	440227	443171	32190	29438	0	0	0	0	5000	5000	0	0	1690	1686	2582	2690	5000	5000	5000	4990	7	7	9	9	52	55	0	0
3275	baseline	3	7648	7433	25021	24695	440455	444120	31876	28752	0	0	0	0	5000	5000	0	0	1741	1680	2649	2613	5000	5000	5000	4990	7	7	9	8	57	49	0	0
3276	baseline	1	41765	42344	20163	20573	388650	394891	54422	47192	0	0	0	0	5000	5000	0	0	3033	3048	1089	1114	5000	5000	5000	4990	13	12	18	16	98	82	0	0
3276	baseline	2	43176	42856	20157	20326	386396	392370	55271	49448	0	0	0	0	5000	5000	0	0	2980	3067	1088	1138	5000	5000	5000	4990	14	13	17	16	92	94	0	0
3276	baseline	3	44248	43364	20568	20290	386762	393412	53422	47934	0	1	0	0	5000	4999	0	0	3047	3057	1067	1112	5000	4999	5000	4990	14	13	17	16	92	81	0	0
3277	baseline	1	26471	26794	16251	16592	412022	417288	50256	44326	0	0	0	0	5000	5000	0	0	2515	2645	1199	1251	5000	5000	5000	4990	12	11	15	14	71	65	0	0
3277	baseline	2	27043	27484	16747	16449	410575	415540	50635	45527	0	0	0	0	5000	5000	0	0	2491	2649	1196	1254	5000	5000	5000	4990	12	11	15	14	63	56	0	0
3277	baseline	3	27580	27079	16831	16376	410612	417036	49977	44509	0	0	0	0	5000	5000	0	0	2569	2631	1193	1233	5000	5000	5000	4990	12	11	15	14	63	60	0	0
3278	baseline	1	16675	16851	13379	13330	440191	443653	34755	31166	0	0	0	0	5000	5000	0	0	2474	2495	1435	1432	5000	5000	5000	4990	8	7	10	10	42	38	0	0
3278	baseline	2	17219	17437	13479	13419	440605	443685	33697	30459	0	0	0	0	5000	5000	0	0	2519	2642	1418	1499	5000	5000	5000	4990	8	7	10	9	39	43	0	0
3278	baseline	3	17355	16989	13501	13209	440392	444436	33752	30366	0	0	0	0	5000	5000	0	0	2579	2596	1396	1386	5000	5000	5000	4990	8	7	10	10	47	40	0	0
3279	baseline	1	10771	10477	10674	10867	430872	437062	52683	46594	0	0	0	0	4981	4993	19	7	1591	1601	1256	1330	4981	4993	5000	4990	11	10	13	12	35	37	0	0
3279	baseline	2	10888	10783	10863	10691	437448	444003	45801	39523	0	0	0	0	4980	4996	20	4	1577	1617	1244	1309	4980	4996	5000	4990	10	9	12	10	36	36	0	0
3279	baseline	3	11070	10910	10985	10590	435036	442425	47909	41075	0	0	0	0	4977	4998	23	2	1591	1633	1246	1278	4977	4998	5000	4990	10	9	12	11	38	33	0	0
3280	baseline	1	6801	6732	86115	84546	385147	389611	26937	24111	0	0	20	17	4980	4983	0	0	1893	1868	3914	3947	4980	4983	5000	4990	6	5	9	9	98	100	0	0
3280	baseline	2	6867	6835	85415	84615	387257	390194	25461	23356	0	0	21	20	4979	4980	0	0	1817	2034	3897	3944	4979	4980	5000	4990	6	5	9	8	97	100	0	0
3280	baseline	3	6768	6979	86518	86502	387791	389892	23923	21627	0	0	27	18	4973	4982	0	0	1897	2026	3927	3926	4973	4982	5000	4990	5	5	9	8	100	99	0	0
3281	baseline	1	38350	38960	69315	68456	340302	347023	57033	50561	0	0	14	16	4986	4984	0	0	2983	3067	2302	2307	4986	4984	5000	4990	14	13	21	20	100	100	0	0
3281	baseline	2	39698	39239	70179	69633	342929	349720	52194	46408	0	0	21	16	4979	4984	0	0	3025	3011	2291	2345	4979	4984	5000	4990	13	12	20	21	100	100	0	0
3281	baseline	3	39582	39599	70815	69251	344253	350222	50350	45928	0	0	18	20	4982	4980	0	0	2987	3108	2352	2293	4982	4980	5000	4990	13	12	19	20	100	97	0	0
3282	baseline	1	24133	24922	56702	55912	385559	390130	38606	34036	0	0	1	2	4999	4998	0	0	2943	2970	2562	2561	4999	4998	5000	4990	9	8	15	14	99	96	0	0
3282	baseline	2	25067	24348	56359	57416	387433	391393	36141	31843	0	0	3	0	4997	5000	0	0	2935	2940	2580	2562	4997	5000	5000	4990	9	8	14	14	98	100	0	0
3282	baseline	3	25107	24407	56572	56132	388876	393489	34445	30972	0	0	3	2	4997	4998	0	0	2933	2991	2538	2612	4997	4998	5000	4990	9	8	14	13	90	96	0	0
3283	baseline	1	15231	15555	45846	45473	400638	405124	43285	38848	0	0	1	0	4999	5000	0	0	2267	2317	2716	2703	4999	5000	5000	4990	10	9	14	13	80	74	0	0
3283	baseline	2	15732	15582	46185	44904	402799	407971	40284	36543	0	0	0	1	5000	4999	0	0	2245	2337	2670	2751	5000	4999	5000	4990	9	9	13	13	94	96	0	0
3283	baseline	3	15703	15534	46011	46292	402713	406116	40573	37058	0	0	0	1	5000	4999	0	0	2264	2374	2724	2734	5000	4999	5000	4990	10	9	13	13	79	90	0	0
3284	baseline	1	9597	9985	37652	37249	428521	431489	29230	26277	0	0	0	0	5000	5000	0	0	2092	2254	2984	2942	5000	5000	5000	4990	7	6	9	9	74	61	0	0
3284	baseline	2	9869	9773	37057	37587	429604	431392	28470	26248	0	0	0	0	5000	5000	0	0	2099	2295	2921	3007	5000	5000	5000	4990	6	6	9	9	88	67	0	0
3284	baseline	3	9890	9795	37609	37034	430715	433818	26786	24353	0	0	0	0	5000	5000	0	0	2232	2211	2960	2998	5000	5000	5000	4990	6	6	9	8	67	73	0	0
3285	baseline	1	6215	6235	30177	30271	440143	442825	28465	25669	0	0	0	0	5000	5000	0	0	1683	1629	2972	3026	5000	5000	5000	4990	6	6	8	8	57	55	0	0
3285	baseline	2	6274	6220	30008	29978	441738	444321	26980	24481	0	0	0	0	5000	5000	0	0	1721	1733	3021	3072	5000	5000	5000	4990	6	5	8	7	63	54	0	0
3285	baseline	3	6291	6198	30331	30546	442081	444252	26297	24004	0	0	0	0	5000	5000	0	0	1712	1779	3076	3089	5000	5000	5000	4990	6	5	8	7	53	57	0	0
3286	baseline	1	35670	35899	24632	24371	400896	406679	43802	38051	0	0	0	0	5000	5000	0	0	3109	3083	1443	1425	5000	5000	5000	4990	11	10	14	14	82	77	0	0
3286	baseline	2	36496	36162	24536	24242	402638	407978	41330	36618	0	0	0	0	5000	5000	0	0	3049	3128	1390	1415	5000	5000	5000	4990	10	9	14	13	82	90	0	0
3286	baseline	3	35859	34962	24690	24458	403471	408889	40980	36691	0	0	0	0	5000	5000	0	0	3099	3141	1419	1441	5000	5000	5000	4990	11	10	14	14	72	73	0	0
3287	baseline	1	22325	22839	19902	19897	406923	411938	55850	50326	0	0	0	0	5000	5000	0	0	2294	2290	1448	1430	5000	5000	5000	4990	13	12	16	15	63	62	0	0
3287	baseline	2	22748	22741	19784	20035	406763	412169	55705	50055	0	0	0	0	4999	5000	1	0	2286	2369	1401	1519	4999	5000	5000	4990	13	12	16	15	53	56	0	0
3287	baseline	3	23170	22654	20064	19935	409314	415289	52452	47122	0	0	0	0	5000	5000	0	0	2299	2345	1444	1460	5000	5000	5000	4990	13	12	16	14	56	57	0	0
3288	baseline	1	13968	14103	16136	15918	437764	442285	37132	32694	0	0	0	0	5000	5000	0	0	2214	2283	1717	1702	5000	5000	5000	4990	9	8	11	10	42	37	0	0
3288	baseline	2	14266	14235	16250	16292	439390	442906	35094	31567	0	0	0	0	5000	5000	0	0	2257	2348	1710	1766	5000	5000	5000	4990	8	7	10	9	39	43	0	0
3288	baseline	3	14392	14176	16471	15948	438725	443052	35412	31824	0	0	0	0	5000	5000	0	0	2323	2285	1721	1681	5000	5000	5000	4990	8	8	11	10	39	44	0	0
3289	baseline	1	8823	8830	13103	12987	447281	451201	35793	31982	0	0	0	0	4999	5000	1	0	1708	1778	1724	1699	4999	5000	5000	4990	8	7	9	9	32	30	0	0
3289	baseline	2	9012	8860	13131	13296	448692	452061	34165	30783	0	0	0	0	4998	5000	2	0	1726	1847	1699	1837	4998	5000	5000	4990	8	7	9	9	36	29	0	0
3289	baseline	3	9021	8862	13280	13070	448042	452482	34657	30586	0	0	0	0	4997	5000	3	0	1727	1847	1756	1736	4997	5000	5000	4990	8	7	9	9	36	33	0	0
3290	baseline	1	5591	5672	10554	10712	463500	465697	25355	22919	0	0	0	0	5000	5000	0	0	1676	1767	1962	2059	5000	5000	5000	4990	5	5	7	6	26	24	0	0
3290	baseline	2	5615	5670	10565	10554	464579	466616	24241	22160	0	0	0	0	4999	5000	1	0	1703	1779	1934	2070	4999	5000	5000	4990	5	5	6	6	28	30	0	0
3290	baseline	3	5805	5689	10644	10652	465090	467262	23461	21397	0	0	0	0	5000	5000	0	0	1751	1740	1966	2015	5000	5000	5000	4990	5	5	6	6	24	30	0	0
3291	baseline	1	31796	33164	84679	85469	334394	337666	54131	48701	0	0	37	41	4963	4959	0	0	2861	2941	2721	2682	4963	4959	5000	4990	13	12	21	20	100	100	0	0
3291	baseline	2	32767	32521	84212	82439	337530	344508	50491	45532	0	0	36	38	4964	4962	0	0	2851	2946	2688	2682	4964	4962	5000	4990	12	11	20	18	100	99	0	0
3291	baseline	3	33347	33092	83763	84756	340317	344294	47573	42858	0	0	44	36	4956	4964	0	0	2855	2960	2658	2664	4956	4964	5000	4990	12	11	20	19	100	100	0	0
3292	baseline	1	19794	20640	68765	68500	380043	383761	36398	32099	0	0	5	6	4995	4994	0	0	2746	2828	2980	2906	4995	4994	5000	4990	9	8	14	13	100	99	0	0
3292	baseline	2	20962	20842	69270	67288	380331	386450	34437	30420	0	0	8	3	4992	4997	0	0	2797	2814	2910	2873	4992	4997	5000	4990	8	7	14	13	100	99	0	0
3292	baseline	3	21068	20814	68632	68400	382575	386690	32725	29096	0	0	6	6	4994	4994	0	0	2816	2911	2889	2903	4994	4994	5000	4990	8	7	14	13	98	99	0	0
3293	baseline	1	12789	12806	56064	54665	401137	406248	35010	31281	0	0	1	1	4999	4999	0	0	2339	2326	3100	3067	4999	4999	5000	4990	8	7	12	11	97	92	0	0
3293	baseline	2	13281	12965	55239	55365	403857	407294	32623	29376	0	0	3	0	4997	5000	0	0	2283	2417	3066	3158	4997	5000	5000	4990	8	7	11	11	98	100	0	0
3293	baseline	3	13174	13235	55826	56279	404424	407255	31576	28231	0	0	2	1	4998	4999	0	0	2317	2409	3101	3113	4998	4999	5000	4990	7	7	11	10	100	94	0	0
3294	baseline	1	8202	8202	45006	44579	427746	430817	24046	21402	0	0	0	1	5000	4999	0	0	2293	2259	3308	3224	5000	4999	5000	4990	5	5	8	7	80	77	0	0
3294	baseline	2	8463	8197	45098	44455	428086	431000	23353	21348	0	0	0	0	5000	5000	0	0	2284	2291	3281	3280	5000	5000	5000	4990	5	5	8	7	91	94	0	0
3294	baseline	3	8306	8232	44870	44504	429843	432242	21981	20022	0	0	0	1	5000	4999	0	0	2286	2174	3303	3334	5000	4999	5000	4990	5	5	8	7	71	75	0	0
3295	baseline	1	5046	5130	36432	36336	432314	435267	31208	28267	0	0	0	0	5000	5000	0	0	1318	1460	3270	3319	5000	5000	5000	4990	7	6	9	8	74	63	0	0
3295	baseline	2	5238	5055	36601	36495	433296	436067	29865	27383	0	0	0	0	5000	5000	0	0	1346	1441	3209	3375	5000	5000	5000	4990	6	6	9	8	87	67	0	0
3295	baseline	3	5211	5219	36581	37210	433608	435381	29600	27190	0	0	0	0	5000	5000	0	0	1369	1449	3250	3317	5000	5000	5000	4990	6	6	9	8	62	73	0	0
3296	baseline	1	45128	46368	30010	29489	373806	380733	56056	48410	0	0	0	1	5000	4999	0	0	3065	3117	1374	1335	5000	4999	5000	4990	14	13	18	16	95	88	0	0
3296	baseline	2	45587	46216	29804	29922	374795	379862	54814	49000	1	0	0	1	4999	4999	0	0	3009	3117	1355	1384	4999	4999	5000	4990	14	13	19	18	97	98	0	0
3296	baseline	3	46720	45790	29916	29704	373198	380144	55166	49362	0	0	1	1	4999	4999	0	0	3061	3147	1364	1384	4999	4999	5000	4990	14	13	19	18	100	100	0	0
3297	baseline	1	28792	29163	24126	23919	394903	400606	57179	51312	0	0	0	0	5000	5000	0	0	2575	2672	1494	1522	5000	5000	5000	4990	13	13	17	16	74	73	0	0
3297	baseline	2	29069	29540	24229	23544	396943	402606	54759	49310	0	0	0	0	5000	5000	0	0	2584	2682	1465	1505	5000	5000	5000	4990	13	12	17	15	78	64	0	0
3297	baseline	3	30328	29251	23872	24322	399451	405281	51349	46146	0	0	0	0	5000	5000	0	0	2639	2658	1451	1456	5000	5000	5000	4990	13	12	17	15	64	65	0	0
3298	baseline	1	18416	18416	19553	19493	429765	434113	37266	32978	0	0	0	0	5000	5000	0	0	2597	2605	1714	1701	5000	5000	5000	4990	9	8	11	10	53	48	0	0
3298	baseline	2	18820	18201	19585	19377	431264	436165	35331	31257	0	0	0	0	5000	5000	0	0	2530	2595	1712	1757	5000	5000	5000	4990	8	7	11	10	50	50	0	0
3298	baseline	3	18794	18269	19897	19465	431391	435629	34918	31637	0	0	0	0	5000	5000	0	0	2593	2655	1727	1765	5000	5000	5000	4990	8	8	11	10	47	46	0	0
3299	baseline	1	11572	11664	16045	15833	433994	438074	43389	39429	0	0	0	0	5000	5000	0	0	1792	1899	1743	1689	5000	5000	5000	4990	10	9	12	11	42	37	0	0
3299	baseline	2	11547	11632	15688	15921	437483	441462	40282	35985	0	0	0	0	4998	5000	2	0	1821	1897	1669	1780	4998	5000	5000	4990	9	8	11	11	41	41	0	0
3299	baseline	3	11731	11426	15777	15635	436191	440736	41301	37203	0	0	0	0	5000	5000	0	0	1834	1891	1694	1722	5000	5000	5000	4990	9	9	12	11	39	44	0	0
3300	baseline	1	7222	7283	12792	12829	455587	458390	29399	26498	0	0	0	0	5000	5000	0	0	1750	1861	1955	1966	5000	5000	5000	4990	6	6	8	7	32	31	0	0
3300	baseline	2	7426	7312	12940	12759	455845	458896	28789	26033	0	0	0	0	4998	5000	2	0	1721	1836	1935	2040	4998	5000	5000	4990	6	6	8	7	33	26	0	0
3300	baseline	3	7425	7214	13012	12806	457361	460202	27202	24778	0	0	0	0	5000	5000	0	0	1870	1777	1956	1983	5000	5000	5000	4990	6	6	8	7	31	32	0	0
3301	baseline	1	41230	41899	10376	10469	371468	381558	81926	71074	0	0	0	0	4992	5000	8	0	2435	2527	587	591	4992	5000	5000	4990	19	18	22	19	94	88	0	0
3301	baseline	2	41478	41760	10648	10357	376430	383809	76444	69074	0	0	0	0	4995	4999	5	1	2426	2553	572	609	4995	4999	5000	4990	19	17	19	20	87	88	0	0
3301	baseline	3	42584	41933	10466	10547	379190	389191	72760	63329	0	0	0	0	4995	5000	5	0	2505	2595	579	622	4995	5000	5000	4990	18	16	19	17	90	88	0	0
3302	baseline	1	26175	26928	83034	81505	358324	363840	37467	32727	0	0	20	31	4980	4969	0	0	3082	3107	2874	2799	4980	4969	5000	4990	9	8	16	16	100	100	0	0
3302	baseline	2	27111	26148	81660	82220	361045	365476	35184	31156	0	0	21	23	4979	4977	0	0	3038	3039	2850	2912	4979	4977	5000	4990	9	8	16	15	99	100	0	0
3302	baseline	3	27371	27159	82008	82308	362505	366101	33116	29432	0	0	28	17	4972	4983	0	0	3059	3148	2822	2849	4972	4983	5000	4990	8	7	16	15	100	99	0	0
3303	baseline	1	16537	16868	68221	66440	374274	380410	45968	41282	0	0	5	6	4995	4994	0	0	2270	2298	3056	3013	4995	4994	5000	4990	11	10	15	15	100	99	0	0
3303	baseline	2	17274	16838	67023	66388	377960	382499	42743	39275	0	0	8	3	4992	4997	0	0	2285	2421	3011	3019	4992	4997	5000	4990	10	9	15	15	100	99	0	0
3303	baseline	3	16921	16526	66986	67960	380260	383590	40833	36924	0	0	4	8	4996	4992	0	0	2348	2424	3009	3117	4996	4992	5000	4990	10	9	14	13	98	99	0	0
3304	baseline	1	10417	10854	54901	53521	408969	412644	30713	27981	0	0	1	0	4999	5000	0	0	2246	2244	3251	3224	4999	5000	5000	4990	7	6	10	10	86	88	0	0
3304	baseline	2	10723	10722	53543	54356	411321	412853	29413	27069	0	0	1	1	4999	4999	0	0	2191	2334	3211	3230	4999	4999	5000	4990	7	6	10	10	96	98	0	0
3304	baseline	3	10755	10412	54881	54055	411364	415238	28000	25295	0	0	1	1	4999	4999	0	0	2183	2291	3251	3306	4999	4999	5000	4990	6	6	10	9	99	94	0	0
3305	baseline	1	6574	6681	44760	44129	423916	427122	29750	27068	0	0	1	0	4999	5000	0	0	1668	1795	3359	3388	4999	5000	5000	4990	6	6	9	8	76	70	0	0
3305	baseline	2	6727	6723	44360	44847	425930	427938	27983	25492	0	0	0	0	5000	5000	0	0	1719	1741	3336	3386	5000	5000	5000	4990	6	6	9	8	89	90	0	0
3305	baseline	3	6750	6723	44512	44229	426693	429199	27045	24849	0	0	1	0	4999	5000	0	0	1776	1723	3355	3423	4999	5000	5000	4990	6	6	9	8	72	90	0	0
3306	baseline	1	37748	38896	35268	36752	386006	389631	45978	39721	0	0	0	0	5000	5000	0	0	3175	3218	1722	1727	5000	5000	5000	4990	11	10	16	16	84	93	0	0
3306	baseline	2	39003	37627	36111	35472	386221	392802	43665	39099	0	0	1	0	4999	5000	0	0	3174	3186	1685	1775	4999	5000	5000	4990	11	10	16	14	93	94	0	0
3306	baseline	3	39347	38700	35894	35874	386464	391831	43295	38595	0	1	0	0	5000	4999	0	0	3194	3229	1677	1692	5000	4999	5000	4990	11	10	16	16	99	94	0	0
3307	baseline	1	24271	24101	28773	29307	401179	406373	50777	45219	0	0	0	0	5000	5000	0	0	2488	2591	1763	1858	5000	5000	5000	4990	12	11	16	15	74	66	0	0
3307	baseline	2	24175	24507	29367	29154	400774	405359	50684	45980	0	0	0	0	5000	5000	0	0	2460	2631	1817	1880	5000	5000	5000	4990	12	11	16	15	87	64	0	0
3307	baseline	3	24552	23862	29056	28773	402905	408959	48487	43406	0	0	0	0	5000	5000	0	0	2527	2596	1821	1876	5000	5000	5000	4990	12	11	16	14	64	65	0	0
3308	baseline	1	15087	15214	23499	23566	432013	435301	34401	30919	0	0	0	0	5000	5000	0	0	2432	2459	2062	2068	5000	5000	5000	4990	8	7	11	10	57	48	0	0
3308	baseline	2	15246	15394	23753	23698	432586	436006	33415	29902	0	0	0	0	5000	5000	0	0	2459	2597	2088	2108	5000	5000	5000	4990	8	7	10	10	47	50	0	0
3308	baseline	3	15692	15392	23985	23372	432260	436637	33063	29599	0	0	0	0	5000	5000	0	0	2526	2542	2066	2072	5000	5000	5000	4990	8	7	11	10	50	48	0	0
3309	baseline	1	9563	9846	19337	19100	442528	445740	33572	30314	0	0	0	0	5000	5000	0	0	1950	2019	2186	2141	5000	5000	5000	4990	7	7	9	9	42	41	0	0
3309	baseline	2	9815	9674	18988	19188	444315	446967	31882	29171	0	0	0	0	5000	5000	0	0	1950	2021	2099	2246	5000	5000	5000	4990	7	7	9	9	43	43	0	0
3309	baseline	3	9791	9490	19269	19132	444313	447874	31627	28504	0	0	0	0	5000	5000	0	0	2019	1990	2192	2190	5000	5000	5000	4990	7	7	9	9	43	44	0	0
