point_id	scenario	seed	final_E_adult	final_E_child	final_I_adult	final_I_child	final_R_adult	final_R_child	final_S_adult	final_S_child	integral_E_adult	integral_E_child	integral_I_adult	integral_I_child	integral_R_adult	integral_R_child	integral_S_adult	integral_S_child	peak_E_adult	peak_E_child	peak_I_adult	peak_I_child	peak_R_adult	peak_R_child	peak_S_adult	peak_S_child	tpeak_E_adult	tpeak_E_child	tpeak_I_adult	tpeak_I_child	tpeak_R_adult	tpeak_R_child	tpeak_S_adult	tpeak_S_child
51	baseline	1	0	0	0	0	5000	5000	0	0	19076	19083	22679	22931	387523	395085	75722	67901	1776	1785	1511	1548	5000	5000	5000	4990	17	16	20	18	71	65	0	0
51	baseline	2	0	0	0	0	4999	4999	1	1	19147	19025	23041	22654	393972	400965	68840	62356	1756	1858	1526	1605	4999	4999	5000	4990	16	15	20	17	57	60	0	0
51	baseline	3	0	0	0	0	4997	5000	3	0	19370	19071	22964	23031	392118	399827	70548	63071	1800	1908	1551	1603	4997	5000	5000	4990	16	15	20	18	59	62	0	0
52	baseline	1	0	0	0	0	4997	5000	3	0	12017	12113	10557	10578	444225	448587	38201	33722	1899	2037	1327	1354	4997	5000	5000	4990	8	8	10	10	32	35	0	0
52	baseline	2	0	0	0	0	4997	5000	3	0	12065	11927	10788	10693	446311	450541	35836	31839	2003	2060	1327	1455	4997	5000	5000	4990	8	7	9	9	39	30	0	0
52	baseline	3	0	0	0	0	4999	5000	1	0	12188	12259	10721	10598	444491	448557	37600	33586	1944	2067	1340	1347	4999	5000	5000	4990	8	8	10	9	37	38	0	0
53	baseline	1	0	0	37	41	4963	4959	0	0	7530	7518	93884	93472	366821	370726	36765	33284	1682	1692	3852	3896	4963	4959	5000	4990	8	7	12	11	100	100	0	0
53	baseline	2	0	0	38	37	4962	4963	0	0	7792	7549	93680	93231	370626	374188	32902	30032	1725	1778	3834	3920	4962	4963	5000	4990	7	7	11	10	100	99	0	0
53	baseline	3	0	0	44	39	4956	4961	0	0	7645	7794	94350	95177	370438	372532	32567	29497	1712	1778	3914	3891	4956	4961	5000	4990	7	7	11	10	100	100	0	0
54	baseline	1	0	0	1	0	4999	5000	0	0	42703	43877	44781	43845	374766	379949	42750	37329	3390	3400	1829	1790	4999	5000	5000	4990	11	10	18	16	95	100	0	0
54	baseline	2	0	0	2	0	4998	5000	0	0	44288	43802	44455	43525	376088	381901	40169	35772	3396	3429	1779	1808	4998	5000	5000	4990	10	9	18	15	96	98	0	0
54	baseline	3	0	0	0	3	5000	4997	0	0	43694	44018	44132	44635	379333	382610	37841	33737	3387	3497	1757	1794	5000	4997	5000	4990	10	9	16	16	100	98	0	0
55	baseline	1	0	0	0	0	4981	4998	19	2	27263	27765	20505	20543	357590	368741	99642	87951	1808	1888	1141	1134	4981	4998	5000	4990	22	21	25	23	80	78	0	0
55	baseline	2	0	0	0	0	4990	4997	10	3	27573	27985	20529	20359	361276	370364	95622	86292	1802	1931	1085	1166	4990	4997	5000	4990	22	20	25	23	75	67	0	0
55	baseline	3	0	0	0	0	4988	4996	12	4	28207	27850	20735	20604	364997	376154	91061	80392	1837	1877	1083	1146	4988	4996	5000	4990	21	19	26	22	95	72	0	0
56	baseline	1	0	0	12	8	4988	4992	0	0	17318	17653	73756	72949	374194	379354	39732	35044	2566	2552	3116	3074	4988	4992	5000	4990	9	8	14	13	98	100	0	0
56	baseline	2	0	0	12	5	4988	4995	0	0	17883	17328	73493	71036	377195	384304	36429	32332	2531	2543	3053	3120	4988	4995	5000	4990	9	8	14	13	98	99	0	0
56	baseline	3	0	0	9	13	4991	4987	0	0	17854	17708	73437	73259	378571	382686	35138	31347	2531	2562	3086	3095	4991	4987	5000	4990	8	8	14	13	100	100	0	0
57	baseline	1	0	0	0	0	5000	5000	0	0	10980	10953	34417	33531	412478	417548	47125	42968	1746	1795	2588	2583	5000	5000	5000	4990	11	10	14	13	74	63	0	0
57	baseline	2	0	0	0	0	5000	5000	0	0	11158	11097	34017	33983	417330	420835	42495	39085	1740	1915	2558	2671	5000	5000	5000	4990	10	9	13	12	87	58	0	0
57	baseline	3	0	0	0	0	5000	5000	0	0	11343	11119	34001	33993	416894	420869	42762	39019	1826	1896	2607	2592	5000	5000	5000	4990	10	9	13	12	64	73	0	0
58	baseline	1	0	0	0	0	5000	5000	0	0	6807	6915	15848	15850	458544	460943	23801	21292	2083	1972	2383	2360	5000	5000	5000	4990	5	5	7	6	33	37	0	0
58	baseline	2	0	0	0	0	5000	5000	0	0	6929	7057	15783	15876	458421	460162	23867	21905	2027	2116	2325	2387	5000	5000	5000	4990	5	5	7	6	34	36	0	0
58	baseline	3	0	0	0	0	5000	5000	0	0	7253	6968	15759	15889	459739	461847	22249	20296	2061	1937	2306	2360	5000	5000	5000	4990	5	5	7	6	34	38	0	0
59	baseline	1	0	0	13	7	4987	4993	0	0	39801	40167	57058	56614	327945	337345	80196	70874	2608	2585	2049	2036	4987	4993	5000	4990	19	17	26	24	98	100	0	0
59	baseline	2	0	0	9	11	4991	4989	0	0	40408	40238	56474	57265	332291	339725	75827	67772	2555	2655	1991	2072	4991	4989	5000	4990	19	17	25	25	98	100	0	0
59	baseline	3	0	0	7	7	4993	4993	0	0	40124	40120	57280	56002	333009	342263	74587	66615	2587	2657	1999	1956	4993	4993	5000	4990	19	17	26	24	100	100	0	0
60	baseline	1	0	0	0	0	5000	5000	0	0	25338	24999	26252	26664	411543	416544	41867	36793	2779	2822	1732	1760	5000	5000	5000	4990	10	9	14	12	71	61	0	0
60	baseline	2	0	0	0	0	5000	5000	0	0	25295	24931	26771	25880	414140	419923	38794	34266	2747	2831	1743	1765	5000	5000	5000	4990	9	9	13	12	63	56	0	0
60	baseline	3	0	0	0	0	5000	5000	0	0	25554	24813	26415	26367	413748	418388	39283	35432	2782	2882	1757	1783	5000	5000	5000	4990	10	9	13	12	60	65	0	0
61	baseline	1	0	0	0	0	4994	5000	6	0	15578	15715	12291	12266	421087	426966	56044	50053	1827	1919	1189	1236	4994	5000	5000	4990	12	12	14	14	44	42	0	0
61	baseline	2	0	0	0	0	4993	4998	7	2	15908	15782	12267	12192	425411	431161	51414	45865	1870	1963	1139	1240	4993	4998	5000	4990	12	11	14	13	43	39	0	0
61	baseline	3	0	0	0	0	4991	4999	9	1	16093	15974	12363	12334	426925	433228	49619	43464	1929	1964	1178	1260	4991	4999	5000	4990	11	10	14	12	50	44	0	0
62	baseline	1	0	0	20	24	4980	4976	0	0	9913	10185	88214	84868	384955	390277	21918	19670	2621	2408	3773	3688	4980	4976	5000	4990	5	4	9	9	100	100	0	0
62	baseline	2	0	0	22	19	4978	4981	0	0	10271	9945	85794	85560	387184	389828	21751	19667	2588	2468	3669	3732	4978	4981	5000	4990	5	4	9	9	97	100	0	0
62	baseline	3	0	0	26	19	4974	4981	0	0	10260	10403	87453	85637	386838	390469	20449	18491	2515	2621	3736	3660	4974	4981	5000	4990	5	4	9	8	100	99	0	0
63	baseline	1	0	0	0	0	5000	4999	0	1	6351	6204	40565	40253	400139	405923	57945	52620	1002	1018	2828	2915	5000	4999	5000	4990	12	11	15	14	80	71	0	0
63	baseline	2	0	0	0	0	4998	5000	2	0	6502	6375	40505	39921	404371	410344	53622	48360	1017	1046	2854	2914	4998	5000	5000	4990	11	11	15	13	100	71	0	0
63	baseline	3	0	0	0	0	5000	5000	0	0	6540	6477	40531	40564	405828	410080	52101	47879	1029	1086	2813	2906	5000	5000	5000	4990	11	11	14	13	74	88	0	0
64	baseline	1	0	0	0	0	5000	5000	0	0	36359	36387	18650	18533	382096	390368	67895	59712	2580	2623	1068	1071	5000	5000	5000	4990	17	15	20	18	82	79	0	0
64	baseline	2	0	0	0	0	5000	5000	0	0	36957	36359	18653	18713	385964	393086	63426	56842	2571	2691	1040	1074	5000	5000	5000	4990	16	14	19	18	82	90	0	0
64	baseline	3	0	0	0	0	5000	5000	0	0	37394	36243	18768	18825	385996	393440	62842	56492	2631	2612	1083	1097	5000	5000	5000	4990	16	15	19	18	95	77	0	0
65	baseline	1	0	0	10	7	4990	4993	0	0	22512	22997	67588	67456	350269	356447	64631	58100	2297	2285	2722	2704	4990	4993	5000	4990	15	14	20	19	100	98	0	0
65	baseline	2	0	0	11	6	4989	4994	0	0	23377	22622	67455	67530	357053	363101	57115	51747	2278	2328	2704	2792	4989	4994	5000	4990	14	13	19	19	98	99	0	0
65	baseline	3	0	0	10	9	4990	4991	0	0	23767	23166	67026	67124	355869	362277	58338	52433	2279	2362	2667	2708	4990	4991	5000	4990	14	13	20	18	99	99	0	0
66	baseline	1	0	0	0	0	5000	5000	0	0	14261	14511	31463	31477	426393	429204	32883	29808	2394	2571	2432	2470	5000	5000	5000	4990	7	7	10	10	71	57	0	0
66	baseline	2	0	0	0	0	5000	5000	0	0	14567	14625	31144	31402	428051	430363	31238	28610	2483	2617	2436	2453	5000	5000	5000	4990	7	7	10	10	63	56	0	0
66	baseline	3	0	0	0	0	5000	5000	0	0	14690	14918	31414	30975	428295	431563	30601	27544	2497	2543	2415	2364	5000	5000	5000	4990	7	7	11	10	60	65	0	0
67	baseline	1	0	0	0	0	4944	4987	56	13	9054	9212	14447	14193	405403	415448	76096	66147	1113	1125	1391	1397	4944	4987	5000	4990	15	14	17	16	49	44	0	0
67	baseline	2	0	0	0	0	4943	4984	57	16	8924	9285	14495	14469	414633	424106	66948	57140	1080	1148	1366	1469	4943	4984	5000	4990	13	12	16	14	47	41	0	0
67	baseline	3	0	0	0	0	4940	4981	60	19	9377	9364	14584	14337	411976	421220	69063	60079	1101	1204	1337	1448	4940	4981	5000	4990	14	13	16	15	43	44	0	0
68	baseline	1	0	0	0	1	5000	4999	0	0	5880	5774	52565	52447	419987	422778	26568	24001	1687	1740	3608	3618	5000	4999	5000	4990	6	5	8	8	84	76	0	0
68	baseline	2	0	0	1	0	4999	5000	0	0	5885	5856	52258	52125	421292	423675	25565	23344	1616	1867	3610	3616	4999	5000	5000	4990	6	5	8	7	94	96	0	0
68	baseline	3	0	0	0	1	5000	4999	0	0	5848	5750	52153	54364	423195	423422	23804	21464	1756	1785	3613	3684	5000	4999	5000	4990	5	5	8	7	81	98	0	0
69	baseline	1	0	0	0	0	5000	5000	0	0	33294	33489	24253	24540	373331	380784	74122	66187	2461	2477	1349	1355	5000	5000	5000	4990	17	16	21	20	98	82	0	0
69	baseline	2	0	0	0	0	5000	5000	0	0	33733	33781	24371	24273	376425	381796	70471	65150	2418	2541	1308	1370	5000	5000	5000	4990	17	16	21	19	82	90	0	0
69	baseline	3	0	0	0	0	5000	5000	0	0	33833	33694	24478	23933	377528	385984	69161	61389	2454	2528	1284	1297	5000	5000	5000	4990	17	16	21	20	88	75	0	0
70	baseline	1	0	0	0	0	5000	5000	0	0	20955	20570	11159	11260	435808	440606	37078	32564	2670	2659	1101	1151	5000	5000	5000	4990	9	8	11	10	44	44	0	0
70	baseline	2	0	0	0	0	5000	5000	0	0	20777	20849	11385	11316	436953	440959	35885	31876	2584	2742	1109	1163	5000	5000	5000	4990	9	8	10	10	50	50	0	0
70	baseline	3	0	0	0	0	5000	5000	0	0	21394	20946	11361	11200	435137	439436	37108	33418	2657	2694	1082	1120	5000	5000	5000	4990	9	8	11	10	49	44	0	0
71	baseline	1	0	0	19	31	4981	4969	0	0	13268	13227	79201	79251	349573	356121	62958	56401	1631	1681	3194	3204	4981	4969	5000	4990	14	13	19	18	100	100	0	0
71	baseline	2	0	0	19	22	4981	4978	0	0	13196	13339	79446	78628	353738	359480	58620	53553	1623	1745	3203	3300	4981	4978	5000	4990	13	12	18	17	97	100	0	0
71	baseline	3	0	0	24	20	4976	4980	0	0	13519	13405	80223	79256	353747	359822	57511	52517	1688	1739	3239	3274	4976	4980	5000	4990	13	12	18	17	100	99	0	0
72	baseline	1	0	0	0	0	5000	5000	0	0	8286	8419	37378	37244	426642	429492	32694	29845	1899	1905	3009	2992	5000	5000	5000	4990	7	7	10	9	74	61	0	0
72	baseline	2	0	0	0	0	5000	5000	0	0	8494	8361	36931	36946	429174	431821	30401	27872	1854	1949	2960	3085	5000	5000	5000	4990	7	6	9	9	88	67	0	0
72	baseline	3	0	0	0	0	5000	5000	0	0	8467	8224	37342	36850	429550	432979	29641	26947	1880	1959	3022	3050	5000	5000	5000	4990	7	6	9	9	67	73	0	0
73	baseline	1	0	0	0	0	4996	5000	4	0	5357	5224	17035	17250	442287	446578	40321	35948	1116	1145	2116	2229	4996	5000	5000	4990	8	8	10	9	41	33	0	0
73	baseline	2	0	0	0	0	4998	4999	2	1	5260	5287	17370	17294	444506	448285	37864	34134	1147	1204	2233	2313	4998	4999	5000	4990	8	7	10	9	42	41	0	0
73	baseline	3	0	0	0	0	4994	5000	6	0	5307	5267	17365	17116	444316	448918	38012	33699	1171	1206	2200	2261	4994	5000	5000	4990	8	7	10	9	37	36	0	0
74	baseline	1	0	0	13	7	4987	4993	0	0	47092	47747	62062	61766	348351	354419	47495	41068	3389	3387	2079	2010	4987	4993	5000	4990	12	11	20	19	98	100	0	0
74	baseline	2	0	0	10	10	4990	4990	0	0	47786	46696	62684	61109	349823	357013	44707	40182	3325	3342	2057	2055	4990	4990	5000	4990	11	10	20	18	98	100	0	0
74	baseline	3	0	0	9	13	4991	4987	0	0	47778	47352	61980	61956	353347	358643	41895	37049	3394	3450	2017	2088	4991	4987	5000	4990	11	10	19	19	100	99	0	0
75	baseline	1	0	0	0	0	5000	5000	0	0	29129	29355	28769	29263	363369	371631	83733	74751	2149	2181	1548	1549	5000	5000	5000	4990	19	18	23	22	93	81	0	0
75	baseline	2	0	0	0	0	5000	4999	0	1	29518	30118	29204	28700	365613	373069	80665	73113	2150	2256	1474	1564	5000	4999	5000	4990	19	17	23	21	93	75	0	0
75	baseline	3	0	0	0	0	5000	5000	0	0	30413	29955	29139	28640	366504	375559	78944	70846	2170	2247	1501	1469	5000	5000	5000	4990	19	17	23	22	88	79	0	0
76	baseline	1	0	0	0	0	5000	5000	0	0	18305	18811	13461	13323	431114	435865	42120	37001	2374	2419	1311	1275	5000	5000	5000	4990	10	9	12	11	44	44	0	0
76	baseline	2	0	0	0	0	4999	5000	1	0	18690	18946	13437	13246	432703	437290	40170	35518	2326	2432	1254	1346	4999	5000	5000	4990	10	9	11	11	42	47	0	0
76	baseline	3	0	0	0	0	5000	5000	0	0	19099	19090	13380	13476	430636	434955	41885	37479	2407	2459	1241	1273	5000	5000	5000	4990	10	9	12	11	47	42	0	0
77	baseline	1	0	0	0	1	5000	4999	0	0	11964	11973	48366	48513	402565	406516	42105	37998	2008	2038	2946	2978	5000	4999	5000	4990	9	9	13	12	84	81	0	0
77	baseline	2	0	0	0	1	5000	4999	0	0	12091	11859	47746	47981	405970	409383	39193	35777	1996	2089	2928	2980	5000	4999	5000	4990	9	8	13	12	94	96	0	0
77	baseline	3	0	0	1	0	4999	5000	0	0	12090	11890	48286	47568	406421	410592	38203	34950	2019	2086	2946	2957	4999	5000	5000	4990	9	8	12	11	79	90	0	0
78	baseline	1	0	0	0	0	5000	5000	0	0	7264	7478	22221	21934	453817	456069	21698	19519	2191	2234	2709	2729	5000	5000	5000	4990	5	4	7	6	42	41	0	0
78	baseline	2	0	0	0	0	5000	5000	0	0	7666	7534	22101	22451	453505	454961	21728	20054	2229	2171	2646	2735	5000	5000	5000	4990	5	4	7	6	45	48	0	0
78	baseline	3	0	0	0	0	5000	5000	0	0	7678	7662	22257	22612	454734	456335	20331	18391	2063	2317	2644	2744	5000	5000	5000	4990	4	4	6	6	43	47	0	0
79	baseline	1	23	7	5	2	4549	4801	423	190	39142	40856	9498	9931	238624	269081	217736	185132	1216	1326	313	334	4549	4801	5000	4990	41	39	42	41	100	100	0	0
79	baseline	2	13	6	4	4	4570	4815	413	175	39671	41206	9536	9990	243856	275623	211937	178181	1217	1344	292	318	4570	4815	5000	4990	41	38	42	45	100	100	0	0
79	baseline	3	19	9	8	3	4517	4820	456	168	39436	41935	9304	9954	244946	280493	211314	172618	1190	1355	312	350	4517	4820	5000	4990	42	38	43	39	100	100	0	0
80	baseline	1	0	0	80	66	4920	4934	0	0	27373	27360	99348	97062	327666	335027	50613	45551	2797	2785	3010	2973	4920	4934	5000	4990	12	11	19	18	100	100	0	0
80	baseline	2	0	0	77	66	4923	4934	0	0	27989	26841	98782	97445	332388	339297	45841	41417	2766	2814	3001	2995	4923	4934	5000	4990	11	10	19	19	100	100	0	0
80	baseline	3	0	0	83	54	4917	4946	0	0	28010	27171	98355	96985	334622	341467	44013	39377	2808	2831	2985	3034	4917	4946	5000	4990	11	10	19	17	100	100	0	0
81	baseline	1	0	0	0	1	5000	4999	0	0	17048	17244	46731	45052	384688	391861	56533	50843	2069	2065	2560	2517	5000	4999	5000	4990	13	12	17	16	84	76	0	0
81	baseline	2	0	0	0	1	5000	4999	0	0	17531	17107	45851	46361	388507	393402	53111	48130	2001	2149	2542	2578	5000	4999	5000	4990	12	11	17	16	94	96	0	0
81	baseline	3	0	0	0	1	5000	4999	0	0	17533	17192	46844	45795	387806	393743	52817	48270	2067	2100	2565	2568	5000	4999	5000	4990	12	11	16	15	98	83	0	0
82	baseline	1	0	0	0	0	5000	5000	0	0	10584	10721	21534	21204	444537	447912	28345	25163	2209	2283	2323	2296	5000	5000	5000	4990	6	6	9	8	42	40	0	0
82	baseline	2	0	0	0	0	5000	5000	0	0	10916	10820	21372	21358	444122	446343	28590	26479	2180	2372	2253	2310	5000	5000	5000	4990	7	6	9	8	45	48	0	0
82	baseline	3	0	0	0	0	5000	5000	0	0	10966	10786	21674	21612	444996	447978	27364	24624	2303	2312	2282	2319	5000	5000	5000	4990	6	6	9	8	47	46	0	0
83	baseline	1	0	0	12	14	4988	4986	0	0	6699	6811	77230	75771	372906	378682	48165	43736	1265	1303	3637	3705	4988	4986	5000	4990	10	9	14	13	100	100	0	0
83	baseline	2	0	0	10	13	4990	4987	0	0	6897	6886	76707	76821	378902	382458	42494	38835	1302	1350	3595	3693	4990	4987	5000	4990	9	9	13	12	100	100	0	0
83	baseline	3	0	0	12	16	4988	4984	0	0	6856	7029	76569	77124	379132	381386	42443	39461	1271	1412	3647	3684	4988	4984	5000	4990	9	9	13	12	99	98	0	0
84	baseline	1	0	0	0	0	5000	5000	0	0	38980	39335	35571	36218	377734	383600	52715	45847	3071	3012	1650	1685	5000	5000	5000	4990	13	12	18	17	84	93	0	0
84	baseline	2	0	0	1	0	4999	5000	0	0	39044	39137	35380	35900	380590	384923	49986	45040	2970	3111	1664	1694	4999	5000	5000	4990	13	11	17	16	93	94	0	0
84	baseline	3	1	0	0	0	4999	5000	0	0	40221	39620	36218	35418	378921	384887	49640	45075	3044	3114	1621	1665	4999	5000	5000	4990	13	12	17	16	99	85	0	0
85	baseline	1	0	0	0	0	5000	5000	0	0	24457	24923	16782	16635	396833	402580	66928	60862	2165	2226	1201	1200	5000	5000	5000	4990	15	15	18	18	63	61	0	0
85	baseline	2	0	0	0	0	4997	5000	3	0	24640	24630	16802	16810	401810	407943	61748	55617	2142	2270	1148	1279	4997	5000	5000	4990	15	13	17	16	63	68	0	0
85	baseline	3	0	0	0	0	4999	5000	1	0	25361	24751	16788	16404	399722	407371	63129	56474	2202	2234	1166	1198	4999	5000	5000	4990	15	14	18	16	63	57	0	0
86	baseline	1	0	0	1	2	4999	4998	0	0	15276	16066	60698	59018	400806	405164	28220	24752	2715	2839	3101	2999	4999	4998	5000	4990	7	6	11	11	99	96	0	0
86	baseline	2	0	0	3	0	4997	5000	0	0	15827	15352	59454	60254	403051	405336	26668	24058	2754	2785	3005	3084	4997	5000	5000	4990	6	6	11	11	98	100	0	0
86	baseline	3	0	0	2	3	4998	4997	0	0	16017	15741	60226	60238	403245	406001	25512	23020	2833	2744	3041	3044	4998	4997	5000	4990	6	6	11	10	90	100	0	0
87	baseline	1	0	0	0	0	4999	5000	1	0	9813	9766	27838	27568	404847	412108	62502	55558	1359	1391	2191	2186	4999	5000	5000	4990	13	12	16	15	63	56	0	0
87	baseline	2	0	0	0	0	4998	5000	2	0	9842	9842	27573	27796	410936	416567	56649	50795	1281	1394	2170	2297	4998	5000	5000	4990	12	11	15	14	62	62	0	0
87	baseline	3	0	0	0	0	4999	5000	1	0	10079	9797	28022	27386	409157	414988	57742	52829	1369	1405	2212	2257	4999	5000	5000	4990	13	12	16	14	63	57	0	0
88	baseline	1	0	0	0	0	4998	5000	2	0	6137	6113	12851	12831	454983	458078	31029	27978	1466	1596	1997	2005	4998	5000	5000	4990	7	6	8	8	31	25	0	0
88	baseline	2	0	0	0	0	4998	5000	2	0	6239	6222	13013	12744	455434	458483	30314	27551	1423	1597	1998	2028	4998	5000	5000	4990	6	6	8	7	33	26	0	0
88	baseline	3	0	0	0	0	4998	5000	2	0	6299	6278	12958	13055	456019	458797	29724	26870	1524	1643	2000	2020	4998	5000	5000	4990	6	6	8	7	29	30	0	0
89	baseline	1	0	0	73	68	4927	4932	0	0	35319	36021	91215	88580	308698	318731	69768	61668	2726	2745	2680	2608	4927	4932	5000	4990	17	15	25	24	100	100	0	0
89	baseline	2	0	0	64	61	4936	4939	0	0	36755	34969	90019	89672	318213	326960	60013	53399	2741	2801	2635	2671	4936	4939	5000	4990	15	13	23	23	100	100	0	0
89	baseline	3	0	0	75	60	4925	4940	0	0	35820	36809	90917	89549	317051	323370	61212	55272	2722	2847	2681	2609	4925	4940	5000	4990	15	14	24	22	100	100	0	0
90	baseline	1	0	0	0	0	5000	5000	0	0	22273	22554	42344	42005	405530	409830	34853	30611	2918	2865	2386	2303	5000	5000	5000	4990	8	8	13	12	93	69	0	0
90	baseline	2	0	0	0	0	5000	5000	0	0	23261	22612	42197	42403	405961	410365	33581	29620	2967	2999	2332	2388	5000	5000	5000	4990	8	7	13	13	92	94	0	0
90	baseline	3	0	0	0	1	5000	4999	0	0	23484	22858	42747	42266	406656	411316	32113	28560	2979	3050	2327	2319	5000	4999	5000	4990	8	7	13	12	77	90	0	0
91	baseline	1	0	0	0	0	4994	5000	6	0	13999	14197	19507	20027	405281	411808	66213	58968	1581	1653	1586	1672	4994	5000	5000	4990	15	13	17	16	55	47	0	0
91	baseline	2	0	0	0	0	4994	4998	6	2	14271	14589	19637	19586	410694	415878	60398	54947	1584	1690	1547	1675	4994	4998	5000	4990	14	13	16	15	53	49	0	0
91	baseline	3	0	0	0	0	4990	4999	10	1	14420	14723	19658	20129	409412	414781	61510	55367	1652	1754	1594	1638	4990	4999	5000	4990	14	13	16	15	54	60	0	0
92	baseline	1	0	0	5	6	4995	4994	0	0	8889	9031	71159	70116	397189	401220	27763	24633	2188	2110	3601	3612	4995	4994	5000	4990	6	6	10	9	100	99	0	0
92	baseline	2	0	0	8	3	4992	4997	0	0	9001	8914	71254	71539	398309	400396	26436	24151	2181	2142	3587	3673	4992	4997	5000	4990	6	5	9	9	100	99	0	0
92	baseline	3	0	0	3	9	4997	4991	0	0	9160	9141	70627	71853	400307	401544	24906	22462	2168	2314	3654	3600	4997	4991	5000	4990	6	5	9	8	98	99	0	0
93	baseline	1	0	0	0	0	5000	5000	0	0	5595	5638	32432	32543	435775	438524	31198	28295	1460	1549	3126	3143	5000	5000	5000	4990	7	6	9	8	71	57	0	0
93	baseline	2	0	0	0	0	5000	5000	0	0	5734	5573	32885	32949	436146	438717	30235	27761	1406	1530	3087	3162	5000	5000	5000	4990	6	6	9	8	63	57	0	0
93	baseline	3	0	0	0	0	5000	5000	0	0	5792	5736	32846	33001	436629	439098	29733	27165	1439	1537	3088	3164	5000	5000	5000	4990	6	6	9	8	60	59	0	0
94	baseline	1	0	0	0	0	5000	5000	0	0	32301	32560	15066	15052	420171	424811	37462	32577	3119	3148	1123	1080	5000	5000	5000	4990	9	8	12	12	71	60	0	0
94	baseline	2	0	0	0	0	5000	5000	0	0	32631	32358	15460	14991	418845	424091	38064	33560	3083	3135	1106	1127	5000	5000	5000	4990	10	9	12	12	78	64	0	0
94	baseline	3	0	0	0	0	5000	5000	0	0	32785	32258	15360	15172	420293	424896	36562	32674	3109	3144	1113	1144	5000	5000	5000	4990	9	8	12	12	67	70	0	0
95	baseline	1	0	0	2	3	4998	4997	0	0	20518	20536	54432	54015	351062	359488	78988	70961	1814	1886	2427	2440	4998	4997	5000	4990	18	17	24	22	99	98	0	0
95	baseline	2	0	0	3	2	4997	4998	0	0	20563	20598	55734	53872	351595	361088	77108	69442	1859	1907	2457	2518	4997	4998	5000	4990	18	16	24	22	100	93	0	0
95	baseline	3	0	0	2	4	4998	4996	0	0	21113	20578	55077	54883	356915	365804	71895	63735	1895	1924	2454	2455	4998	4996	5000	4990	17	15	22	20	99	100	0	0
96	baseline	1	0	0	0	0	5000	5000	0	0	12890	13178	25572	25860	424685	428300	41853	37662	2077	2120	2217	2186	5000	5000	5000	4990	9	9	12	11	57	50	0	0
96	baseline	2	0	0	0	0	5000	5000	0	0	13153	13020	25041	25516	427693	431219	39113	35245	2078	2137	2161	2265	5000	5000	5000	4990	9	8	12	11	52	55	0	0
96	baseline	3	0	0	0	0	5000	5000	0	0	13148	13066	25216	25729	427751	430925	38885	35280	2105	2131	2201	2224	5000	5000	5000	4990	9	8	12	11	51	57	0	0
97	baseline	1	0	0	0	0	4930	4989	70	11	8149	8140	11696	11608	421897	432727	63258	52525	1110	1235	1278	1355	4930	4989	5000	4990	12	11	14	12	38	34	0	0
97	baseline	2	0	0	0	0	4935	4987	65	13	7974	8080	11649	11981	428653	438214	56724	46725	1147	1236	1286	1397	4935	4987	5000	4990	11	10	13	12	38	32	0	0
97	baseline	3	0	0	0	0	4944	4983	56	17	8498	8211	11806	11754	429721	438292	54975	46743	1215	1263	1305	1408	4944	4983	5000	4990	11	10	13	11	33	32	0	0
98	baseline	1	0	0	16	15	4984	4985	0	0	5109	5129	84254	83645	393386	396051	22251	20175	1785	1808	4067	4084	4984	4985	5000	4990	5	4	7	7	100	96	0	0
98	baseline	2	0	0	14	17	4986	4983	0	0	5271	5148	83214	80532	394980	399433	21535	19887	1686	1884	4044	4095	4986	4983	5000	4990	5	4	7	7	100	100	0	0
98	baseline	3	0	0	16	15	4984	4985	0	0	5285	5255	84130	82178	395619	399526	19966	18041	1809	1920	4105	4041	4984	4985	5000	4990	4	4	7	6	100	100	0	0
99	baseline	1	1	0	2	5	4997	4995	0	0	45381	46430	38965	39243	325288	335282	95366	84045	2475	2546	1486	1491	4997	4995	5000	4990	23	21	28	27	99	98	0	0
99	baseline	2	1	1	4	2	4995	4997	0	0	46740	47336	39182	39392	323505	333139	95573	85133	2420	2515	1456	1497	4995	4997	5000	4990	24	21	28	27	100	99	0	0
99	baseline	3	1	1	3	2	4996	4997	0	0	47236	47261	39604	38470	325030	336363	93130	82906	2486	2557	1460	1455	4996	4997	5000	4990	23	21	29	26	96	100	0	0
100	baseline	1	0	0	0	0	5000	5000	0	0	28780	29061	17788	18196	408673	414309	49759	43434	2641	2767	1232	1292	5000	5000	5000	4990	12	11	15	13	71	66	0	0
100	baseline	2	0	0	0	0	5000	5000	0	0	29140	29221	18292	18201	407102	412374	50466	45204	2619	2755	1249	1315	5000	5000	5000	4990	12	11	15	14	63	58	0	0
100	baseline	3	0	0	0	0	5000	5000	0	0	30081	29376	18301	17746	405487	411933	51131	45945	2681	2708	1201	1238	5000	5000	5000	4990	13	12	15	14	70	64	0	0
101	baseline	1	0	0	4	5	4996	4995	0	0	18540	18185	64780	63070	369779	376453	51901	47292	2281	2326	2867	2838	4996	4995	5000	4990	12	11	17	16	99	97	0	0
