point_id	scenario	seed	final_E_adult	final_E_child	final_I_adult	final_I_child	final_R_adult	final_R_child	final_S_adult	final_S_child	integral_E_adult	integral_E_child	integral_I_adult	integral_I_child	integral_R_adult	integral_R_child	integral_S_adult	integral_S_child	peak_E_adult	peak_E_child	peak_I_adult	peak_I_child	peak_R_adult	peak_R_child	peak_S_adult	peak_S_child	tpeak_E_adult	tpeak_E_child	tpeak_I_adult	tpeak_I_child	tpeak_R_adult	tpeak_R_child	tpeak_S_adult	tpeak_S_child
595	baseline	3	0	0	0	0	4987	5000	13	0	20799	20518	20949	20545	388451	398659	74801	65278	1801	1840	1376	1414	4987	5000	5000	4990	17	16	20	18	74	56	0	0
596	baseline	1	0	0	10	7	4990	4993	0	0	12770	12766	73341	74054	385622	388229	33267	29951	2313	2428	3362	3378	4990	4993	5000	4990	8	7	12	11	100	99	0	0
596	baseline	2	0	0	10	7	4990	4993	0	0	13107	12827	74146	72370	386308	391165	31439	28638	2396	2437	3334	3426	4990	4993	5000	4990	7	7	12	11	96	99	0	0
596	baseline	3	0	0	8	14	4992	4986	0	0	12956	13031	74946	74974	386818	389737	30280	27258	2396	2354	3382	3369	4992	4986	5000	4990	7	6	12	11	100	100	0	0
597	baseline	1	0	0	0	0	5000	5000	0	0	7960	8005	34410	34769	424264	427672	38366	34554	1603	1663	2892	2916	5000	5000	5000	4990	8	8	11	10	71	59	0	0
597	baseline	2	0	0	0	0	5000	5000	0	0	8291	8033	34766	34288	425484	429618	36459	33061	1676	1741	2887	2927	5000	5000	5000	4990	8	7	11	10	87	65	0	0
597	baseline	3	0	0	0	0	5000	5000	0	0	8337	8170	34657	34681	426317	429822	35689	32327	1719	1748	2869	2913	5000	5000	5000	4990	8	7	11	10	62	73	0	0
598	baseline	1	0	0	0	0	5000	5000	0	0	5049	5027	16164	15486	463663	466186	20124	18301	1814	1905	2597	2572	5000	5000	5000	4990	4	4	6	5	37	27	0	0
598	baseline	2	0	0	0	0	5000	5000	0	0	5222	5005	16089	15965	463499	465449	20190	18581	1823	1969	2617	2694	5000	5000	5000	4990	4	4	6	5	36	31	0	0
598	baseline	3	0	0	0	0	5000	5000	0	0	5207	5094	16347	16087	464453	466618	18993	17201	1954	1846	2626	2661	5000	5000	5000	4990	4	4	5	5	33	38	0	0
599	baseline	1	1	0	20	14	4979	4986	0	0	44764	45065	57512	57269	306692	317527	96032	85139	2501	2554	1900	1881	4979	4986	5000	4990	23	21	31	28	100	100	0	0
599	baseline	2	0	1	17	18	4983	4981	0	0	45453	46489	57906	57602	308266	316595	93375	84314	2433	2585	1880	1921	4983	4981	5000	4990	23	21	30	27	100	99	0	0
599	baseline	3	1	0	21	15	4978	4985	0	0	46788	46295	57150	58072	308822	317493	92240	83140	2498	2587	1825	1900	4978	4985	5000	4990	23	21	31	28	100	97	0	0
600	baseline	1	0	0	0	0	5000	5000	0	0	28899	28490	26453	27096	401145	407271	48503	42143	2690	2751	1595	1658	5000	5000	5000	4990	12	11	15	14	74	73	0	0
600	baseline	2	0	0	0	0	5000	5000	0	0	28783	29282	26930	26557	397533	402597	51754	46564	2653	2780	1593	1666	5000	5000	5000	4990	13	11	16	15	87	64	0	0
600	baseline	3	0	0	0	0	5000	5000	0	0	29191	28870	26935	26829	400416	405842	48458	43459	2711	2800	1597	1624	5000	5000	5000	4990	12	11	15	14	67	72	0	0
601	baseline	1	0	0	0	0	4966	4997	34	3	18072	17861	12164	12393	397245	408086	77519	66660	1661	1823	978	1053	4966	4997	5000	4990	17	15	18	18	57	54	0	0
601	baseline	2	0	0	0	0	4978	4996	22	4	17968	17995	12474	12460	409636	417403	64922	57142	1725	1776	1011	1081	4978	4996	5000	4990	14	13	16	15	51	46	0	0
601	baseline	3	0	0	0	0	4975	4996	25	4	18609	18004	12555	12312	405350	413603	68486	61081	1744	1837	975	1086	4975	4996	5000	4990	15	14	18	16	62	49	0	0
602	baseline	1	0	0	21	23	4979	4977	0	0	11457	11434	87904	84650	378710	384850	26929	24066	2528	2443	3599	3596	4979	4977	5000	4990	6	6	10	10	100	100	0	0
602	baseline	2	0	0	22	35	4978	4965	0	0	11674	11283	87975	88857	379954	381937	25397	22923	2534	2583	3644	3617	4978	4965	5000	4990	6	5	10	10	100	100	0	0
602	baseline	3	0	0	28	22	4972	4978	0	0	11546	11357	88680	88065	380556	383620	24218	21958	2483	2652	3662	3669	4972	4978	5000	4990	6	5	10	9	100	100	0	0
603	baseline	1	0	0	0	0	5000	5000	0	0	7232	7060	40662	40595	411105	415272	46001	42073	1349	1378	3001	3071	5000	5000	5000	4990	10	9	13	12	93	68	0	0
603	baseline	2	0	0	0	0	5000	5000	0	0	7261	7365	40833	40643	415097	418852	41809	38140	1337	1367	3008	3028	5000	5000	5000	4990	9	8	12	11	89	90	0	0
603	baseline	3	0	0	1	0	4999	5000	0	0	7488	7348	41585	40848	413234	416989	42693	39815	1330	1479	3020	3029	4999	5000	5000	4990	9	9	12	12	73	90	0	0
604	baseline	1	0	0	0	0	5000	5000	0	0	41246	41642	18708	19208	390929	396832	54117	47318	2988	2987	1029	1066	5000	5000	5000	4990	13	12	16	15	98	82	0	0
604	baseline	2	0	0	0	0	5000	5000	0	0	41463	41676	18977	19359	389092	394566	55468	49399	2940	3044	1068	1115	5000	5000	5000	4990	14	13	17	16	91	94	0	0
604	baseline	3	0	1	0	0	5000	4999	0	0	42990	41989	19003	19140	389321	395292	53686	48579	2996	3040	1028	1060	5000	4999	5000	4990	14	13	17	16	92	81	0	0
605	baseline	1	0	0	12	8	4988	4992	0	0	25862	26635	68303	68506	355430	359679	55405	50180	2626	2728	2656	2613	4988	4992	5000	4990	13	12	19	18	98	100	0	0
605	baseline	2	0	0	10	10	4990	4990	0	0	27014	26683	68187	67936	359463	365095	50336	45286	2640	2752	2634	2610	4990	4990	5000	4990	12	11	19	18	100	100	0	0
605	baseline	3	0	0	10	9	4990	4991	0	0	26485	26442	68938	67805	361347	366853	48230	43900	2635	2756	2652	2673	4990	4991	5000	4990	12	11	18	17	99	99	0	0
606	baseline	1	0	0	0	0	5000	5000	0	0	16432	16489	31171	31782	429735	432516	27662	24213	2775	2867	2342	2332	5000	5000	5000	4990	6	6	10	9	71	57	0	0
606	baseline	2	0	0	0	0	5000	5000	0	0	16598	16496	31610	32034	430041	432444	26751	24026	2794	2852	2354	2390	5000	5000	5000	4990	6	6	10	9	63	56	0	0
606	baseline	3	0	0	0	0	5000	5000	0	0	16897	16532	31724	31773	430915	433507	25464	23188	2877	2855	2356	2393	5000	5000	5000	4990	6	6	9	9	60	65	0	0
607	baseline	1	0	0	0	0	4884	4959	116	41	10093	10230	14428	14731	390018	404234	90461	75805	992	1042	1187	1266	4884	4959	5000	4990	17	16	19	18	49	57	0	0
607	baseline	2	0	0	0	0	4869	4962	131	38	10180	10196	14406	14735	393200	408063	87214	72006	1000	1036	1155	1265	4869	4962	5000	4990	16	15	18	17	49	49	0	0
607	baseline	3	0	0	0	0	4866	4971	134	29	10400	10543	14228	14825	393667	409796	86705	69836	1031	1111	1155	1270	4866	4971	5000	4990	16	15	19	17	55	44	0	0
608	baseline	1	0	0	0	1	5000	4999	0	0	6476	6561	53036	51861	414619	418404	30869	28174	1651	1755	3547	3543	5000	4999	5000	4990	7	6	9	9	84	76	0	0
608	baseline	2	0	0	2	0	4998	5000	0	0	6582	6587	52892	53322	416232	418249	29294	26842	1620	1779	3466	3565	4998	5000	5000	4990	6	6	9	9	96	98	0	0
608	baseline	3	0	0	0	1	5000	4999	0	0	6629	6645	53391	52554	417123	420491	27857	25310	1712	1741	3543	3527	5000	4999	5000	4990	6	6	9	8	81	98	0	0
609	baseline	1	0	0	0	0	5000	5000	0	0	37866	37948	24398	24551	351121	359723	91615	82778	2322	2368	1197	1204	5000	5000	5000	4990	21	20	26	23	95	98	0	0
609	baseline	2	0	0	0	0	4999	5000	1	0	38274	37767	24610	24860	358164	366332	83952	76041	2362	2452	1181	1282	4999	5000	5000	4990	20	19	24	23	97	100	0	0
609	baseline	3	0	1	0	0	5000	4999	0	0	38572	38150	24886	24348	362014	371639	79528	70863	2394	2456	1209	1214	5000	4999	5000	4990	20	18	24	22	92	83	0	0
610	baseline	1	0	0	0	0	5000	5000	0	0	23460	23641	11469	11427	426480	431974	43591	37958	2522	2569	1004	1042	5000	5000	5000	4990	10	9	13	11	57	51	0	0
610	baseline	2	0	0	0	0	4999	5000	1	0	24168	24243	11486	11355	424968	429969	44378	39433	2503	2647	990	1050	4999	5000	5000	4990	11	10	12	12	53	56	0	0
610	baseline	3	0	0	0	0	4999	5000	1	0	24609	23606	11423	11496	425009	430737	43959	39161	2586	2622	987	1047	4999	5000	5000	4990	11	10	13	12	55	55	0	0
611	baseline	1	0	0	20	31	4980	4969	0	0	15073	15180	80286	79802	347711	354212	61930	55806	1830	1907	3153	3168	4980	4969	5000	4990	14	13	20	18	100	100	0	0
611	baseline	2	0	0	19	25	4981	4975	0	0	15493	15250	79616	78472	354793	361358	55098	49920	1822	1908	3110	3197	4981	4975	5000	4990	13	12	18	17	99	100	0	0
611	baseline	3	0	0	26	24	4974	4976	0	0	15604	15267	80979	81465	352501	356703	55916	51565	1902	1956	3180	3222	4974	4976	5000	4990	13	12	18	17	100	100	0	0
612	baseline	1	0	0	0	0	5000	5000	0	0	9326	9668	37787	37427	426866	429533	31021	28372	2092	2063	2958	2945	5000	5000	5000	4990	7	6	10	9	74	61	0	0
612	baseline	2	0	0	0	0	5000	5000	0	0	9649	9479	36921	37831	428678	430217	29752	27473	2032	2173	2890	3031	5000	5000	5000	4990	7	6	10	9	88	67	0	0
612	baseline	3	0	0	0	0	5000	5000	0	0	9698	9469	37928	36970	428782	432414	28592	26147	2012	2176	2951	2984	5000	5000	5000	4990	7	6	9	9	67	73	0	0
613	baseline	1	0	0	0	0	4999	5000	1	0	5962	6019	17364	17477	443732	447637	37942	33867	1270	1341	2167	2259	4999	5000	5000	4990	8	7	10	9	39	43	0	0
613	baseline	2	0	0	0	0	4998	5000	2	0	6060	5949	17343	17831	446781	449790	34816	31430	1291	1408	2201	2325	4998	5000	5000	4990	7	7	9	9	39	35	0	0
613	baseline	3	0	0	0	0	4998	5000	2	0	6145	5979	17572	17328	444923	448824	36360	32869	1334	1392	2195	2264	4998	5000	5000	4990	8	7	10	9	36	44	0	0
614	baseline	1	0	0	4	5	4996	4995	0	0	34202	34540	62195	62700	369964	374229	38639	33531	3268	3262	2356	2356	4996	4995	5000	4990	9	9	16	15	99	92	0	0
614	baseline	2	0	0	7	3	4993	4997	0	0	34935	34255	62994	63077	370641	375494	36430	32174	3298	3287	2354	2398	4993	4997	5000	4990	9	8	16	17	100	99	0	0
614	baseline	3	0	0	5	6	4995	4994	0	0	35043	34736	63246	62465	372922	378093	33789	29706	3281	3326	2403	2373	4995	4994	5000	4990	9	8	17	15	98	100	0	0
615	baseline	1	0	0	0	0	5000	5000	0	0	21953	21962	29320	28951	370220	378515	83507	75572	1820	1869	1639	1677	5000	5000	5000	4990	19	18	22	22	75	78	0	0
615	baseline	2	0	0	0	0	4998	5000	2	0	21825	21891	29210	29004	375593	383995	78372	70110	1831	1894	1656	1735	4998	5000	5000	4990	18	17	22	20	75	68	0	0
615	baseline	3	0	0	0	0	4998	5000	2	0	22608	21888	29472	29281	376874	386447	76046	67384	1887	1843	1701	1680	4998	5000	5000	4990	18	16	22	20	68	69	0	0
616	baseline	1	0	0	0	0	5000	5000	0	0	13863	14013	13547	13459	436474	441039	41116	36489	2058	2047	1474	1468	5000	5000	5000	4990	9	8	11	10	39	36	0	0
616	baseline	2	0	0	0	0	4998	5000	2	0	13676	13907	13531	13486	437461	441509	40332	36098	2016	2079	1406	1528	4998	5000	5000	4990	9	8	12	11	41	34	0	0
616	baseline	3	0	0	0	0	5000	5000	0	0	14127	13683	13553	13537	436179	440931	41141	36849	2014	2064	1445	1469	5000	5000	5000	4990	9	9	12	10	39	44	0	0
617	baseline	1	0	0	0	1	5000	4999	0	0	8685	8734	48405	48226	404642	408319	43268	39721	1611	1707	3136	3201	5000	4999	5000	4990	9	9	13	12	80	74	0	0
617	baseline	2	0	0	0	1	5000	4999	0	0	8868	8645	48819	47367	409101	414273	38212	34715	1574	1718	3125	3195	5000	4999	5000	4990	8	8	12	11	94	96	0	0
617	baseline	3	0	0	0	1	5000	4999	0	0	8821	8590	48286	48753	409737	412847	38156	34810	1646	1713	3190	3226	5000	4999	5000	4990	9	8	12	11	77	90	0	0
618	baseline	1	0	0	0	0	5000	5000	0	0	5326	5494	22147	22614	455691	457116	21836	19776	1737	1895	2892	2970	5000	5000	5000	4990	5	4	6	6	42	41	0	0
618	baseline	2	0	0	0	0	5000	5000	0	0	5529	5485	22701	22398	455473	457542	21297	19575	1679	1952	2928	2981	5000	5000	5000	4990	5	4	6	6	45	48	0	0
618	baseline	3	0	0	0	0	5000	5000	0	0	5648	5572	22594	22350	456428	458572	20330	18506	1818	1971	2944	2936	5000	5000	5000	4990	4	4	6	6	41	44	0	0
619	baseline	1	0	0	0	0	4838	4957	162	43	30387	30986	10035	10420	322037	343440	142541	120154	1495	1622	457	516	4838	4957	5000	4990	29	27	32	29	98	99	0	0
619	baseline	2	0	0	0	0	4858	4948	142	52	30941	30592	10203	10334	335247	355436	128609	108638	1556	1624	491	517	4858	4948	5000	4990	27	24	28	28	87	84	0	0
619	baseline	3	0	0	0	0	4854	4958	146	42	31215	31510	10155	10548	343905	363986	119725	98956	1542	1697	471	566	4854	4958	5000	4990	25	23	25	24	89	87	0	0
620	baseline	1	0	0	42	44	4958	4956	0	0	19237	20093	94738	92601	353686	359247	37339	33059	2724	2818	3287	3217	4958	4956	5000	4990	9	8	15	14	100	100	0	0
620	baseline	2	0	0	43	39	4957	4961	0	0	20585	19674	93111	90561	356815	364304	34489	30461	2764	2767	3222	3205	4957	4961	5000	4990	8	7	15	14	100	100	0	0
620	baseline	3	0	0	47	44	4953	4956	0	0	20230	20188	93132	93474	358522	361886	33116	29452	2773	2855	3245	3274	4953	4956	5000	4990	8	7	14	13	100	100	0	0
621	baseline	1	0	0	0	0	5000	5000	0	0	12540	12672	43483	42663	407132	412048	41845	37617	2061	2091	2804	2836	5000	5000	5000	4990	9	9	13	12	93	70	0	0
621	baseline	2	0	0	0	0	5000	5000	0	0	12786	12685	42954	42986	409701	413222	39559	36107	2033	2100	2758	2839	5000	5000	5000	4990	9	8	13	12	92	94	0	0
621	baseline	3	0	0	1	0	4999	5000	0	0	12786	12780	43119	42491	410198	414246	38897	35483	2081	2137	2793	2797	4999	5000	5000	4990	9	8	13	12	73	90	0	0
622	baseline	1	0	0	0	0	5000	5000	0	0	7759	7914	20121	19886	455212	457468	21908	19732	2277	2220	2564	2578	5000	5000	5000	4990	5	4	7	6	39	42	0	0
622	baseline	2	0	0	0	0	5000	5000	0	0	8076	8080	19906	20258	455348	456782	21670	19880	2282	2248	2499	2569	5000	5000	5000	4990	5	4	7	6	39	43	0	0
622	baseline	3	0	0	0	0	5000	5000	0	0	8101	8128	19979	20112	456255	457891	20665	18869	2156	2340	2482	2570	5000	5000	5000	4990	5	4	7	6	39	44	0	0
623	baseline	1	0	0	10	7	4990	4993	0	0	4969	4982	72820	71566	377766	383153	49445	45299	943	981	3645	3721	4990	4993	5000	4990	10	9	14	13	100	99	0	0
623	baseline	2	0	0	11	6	4989	4994	0	0	5080	4979	72106	70859	383405	388983	44409	40179	977	1030	3615	3729	4989	4994	5000	4990	9	9	13	12	98	99	0	0
623	baseline	3	0	0	7	12	4993	4988	0	0	5118	5065	72547	72722	383496	386769	43839	40444	966	1069	3623	3731	4993	4988	5000	4990	9	9	13	12	99	99	0	0
624	baseline	1	1	1	1	1	4998	4998	0	0	50217	50816	33300	33449	356088	363474	65395	57261	2999	3075	1385	1359	4998	4998	5000	4990	17	15	22	21	99	100	0	0
624	baseline	2	0	2	4	0	4996	4998	0	0	49594	49389	33576	33597	360324	367806	61506	54208	3008	3073	1373	1435	4996	4998	5000	4990	16	14	21	19	96	94	0	0
624	baseline	3	1	1	1	0	4998	4999	0	0	50948	50032	33816	33316	356146	364564	64090	57088	3007	3088	1355	1383	4998	4999	5000	4990	17	15	21	20	97	98	0	0
625	baseline	1	0	0	0	0	4984	4999	16	1	31321	31035	15533	15632	363203	374033	94943	84300	2044	2102	913	902	4984	4999	5000	4990	22	20	24	22	88	76	0	0
625	baseline	2	0	0	0	0	4995	4997	5	3	31227	32204	15600	15644	375350	382430	82823	74722	2038	2192	860	973	4995	4997	5000	4990	20	18	22	21	75	77	0	0
625	baseline	3	0	0	0	0	4988	4997	12	3	31843	31621	15655	15763	376217	387265	81285	70351	2081	2150	857	933	4988	4997	5000	4990	19	17	24	20	91	91	0	0
626	baseline	1	0	0	1	1	4999	4999	0	0	19696	19921	56831	55198	394552	399718	33921	30163	2832	2817	2789	2703	4999	4999	5000	4990	8	7	13	12	96	97	0	0
626	baseline	2	0	0	3	0	4997	5000	0	0	20302	19417	56072	56523	396144	400005	32482	29055	2838	2926	2760	2808	4997	5000	5000	4990	8	7	12	12	98	100	0	0
626	baseline	3	0	0	1	2	4999	4998	0	0	20290	20052	56528	55902	397042	401326	31140	27720	2783	2936	2752	2755	4999	4998	5000	4990	8	7	13	11	100	92	0	0
627	baseline	1	0	0	0	0	5000	5000	0	0	12339	12420	25749	26213	404338	410374	62574	55993	1566	1646	2018	2083	5000	5000	5000	4990	14	13	17	16	71	57	0	0
627	baseline	2	0	0	0	0	4999	5000	1	0	12648	12603	25702	26263	409580	414667	57070	51467	1549	1635	2003	2097	4999	5000	5000	4990	13	12	16	15	58	61	0	0
627	baseline	3	0	0	0	0	5000	5000	0	0	12673	12650	25805	26235	408591	412771	57931	53344	1596	1646	2018	2056	5000	5000	5000	4990	13	12	16	15	55	60	0	0
628	baseline	1	0	0	0	0	5000	5000	0	0	7867	7958	12001	12160	453719	456230	31413	28652	1814	1796	1788	1848	5000	5000	5000	4990	7	6	8	8	31	30	0	0
628	baseline	2	0	0	0	0	4998	5000	2	0	7955	7890	12118	12027	454350	457373	30577	27710	1737	1831	1798	1833	4998	5000	5000	4990	7	6	8	8	33	26	0	0
628	baseline	3	0	0	0	0	4999	5000	1	0	7942	7931	12357	12047	454610	457886	30091	27136	1732	1844	1812	1793	4999	5000	5000	4990	7	6	8	8	29	36	0	0
629	baseline	1	0	0	67	64	4933	4936	0	0	44772	44755	85042	84665	306895	315710	68291	59870	2985	2998	2375	2361	4933	4936	5000	4990	17	15	27	23	100	100	0	0
629	baseline	2	0	0	56	52	4944	4948	0	0	45939	44830	85005	84314	313628	321920	60428	53936	2992	3021	2401	2379	4944	4948	5000	4990	15	14	24	25	100	100	0	0
629	baseline	3	0	1	73	54	4927	4945	0	0	46352	46099	84631	83947	313159	320347	60858	54607	2956	3066	2330	2361	4927	4945	5000	4990	15	14	26	23	100	100	0	0
630	baseline	1	0	0	0	0	5000	5000	0	0	28105	28464	39938	39788	401582	406025	35375	30723	3112	3161	2104	2070	5000	5000	5000	4990	9	8	13	12	80	93	0	0
630	baseline	2	0	0	0	0	5000	5000	0	0	29246	28215	40263	38676	401068	407766	34423	30343	3136	3124	2083	2079	5000	5000	5000	4990	8	8	14	12	89	90	0	0
630	baseline	3	0	0	0	1	5000	4999	0	0	29069	28245	40259	39910	403267	408167	32405	28678	3187	3246	2118	2115	5000	4999	5000	4990	8	7	13	13	77	90	0	0
631	baseline	1	0	0	0	0	4972	4995	28	5	17789	17847	18348	18665	382727	393854	86136	74634	1521	1617	1301	1334	4972	4995	5000	4990	18	17	21	20	58	62	0	0
631	baseline	2	0	0	0	0	4983	4997	17	3	18027	17907	18877	18436	393319	402189	74777	66468	1534	1596	1289	1353	4983	4997	5000	4990	17	15	20	18	61	55	0	0
631	baseline	3	0	0	0	0	4973	4993	27	7	18214	18132	18502	18752	389627	399541	78657	68575	1583	1642	1262	1341	4973	4993	5000	4990	17	16	20	18	59	60	0	0
632	baseline	1	0	0	4	5	4996	4995	0	0	11388	11407	66962	65501	392758	397618	33892	30474	2193	2282	3355	3338	4996	4995	5000	4990	8	7	12	11	99	97	0	0
632	baseline	2	0	0	5	4	4995	4996	0	0	11743	11413	65090	65964	396497	398689	31670	28934	2249	2295	3306	3370	4995	4996	5000	4990	7	7	11	11	99	97	0	0
632	baseline	3	0	0	3	6	4997	4994	0	0	11576	11733	66553	66022	396842	400436	30029	26809	2278	2251	3356	3317	4997	4994	5000	4990	7	6	11	10	94	100	0	0
633	baseline	1	0	0	0	0	5000	5000	0	0	7087	7232	31000	31086	426173	429490	40740	37192	1499	1563	2803	2838	5000	5000	5000	4990	9	8	11	10	71	57	0	0
633	baseline	2	0	0	0	0	5000	5000	0	0	7415	7190	31134	30618	429526	433693	36925	33499	1504	1563	2781	2863	5000	5000	5000	4990	8	7	11	10	63	56	0	0
633	baseline	3	0	0	0	0	5000	5000	0	0	7375	7354	31171	30914	430383	434044	36071	32688	1570	1598	2807	2815	5000	5000	5000	4990	8	7	10	10	55	60	0	0
634	baseline	1	0	0	0	0	5000	5000	0	0	40496	41514	14149	14655	401118	406442	49237	42389	3022	3158	877	916	5000	5000	5000	4990	12	11	16	14	98	73	0	0
634	baseline	2	0	0	0	0	5000	5000	0	0	42152	41991	14388	14325	398941	404201	49519	44483	3000	3139	877	899	5000	5000	5000	4990	12	11	15	14	91	94	0	0
634	baseline	3	1	0	0	0	4999	5000	0	0	41764	41689	14366	14360	401536	407292	47334	41659	3055	3139	855	887	4999	5000	5000	4990	12	11	14	13	81	98	0	0
635	baseline	1	0	0	1	0	4999	5000	0	0	25838	26596	51457	50553	358591	366284	69114	61567	2267	2349	2292	2248	4999	5000	5000	4990	17	15	21	20	96	100	0	0
635	baseline	2	0	0	2	1	4998	4999	0	0	26659	25954	51205	51740	361588	367140	65548	60166	2287	2374	2249	2379	4998	4999	5000	4990	16	15	21	20	98	100	0	0
635	baseline	3	0	0	2	3	4998	4997	0	0	26673	26228	51980	52172	361360	368024	64987	58576	2343	2361	2324	2303	4998	4997	5000	4990	16	15	21	19	99	100	0	0
636	baseline	1	0	0	0	0	5000	5000	0	0	16462	16300	24013	23602	429264	433589	35261	31509	2479	2463	2024	2028	5000	5000	5000	4990	8	8	11	10	57	48	0	0
636	baseline	2	0	0	0	0	5000	5000	0	0	16534	16579	24114	23910	430445	434215	33907	30296	2530	2641	2034	2050	5000	5000	5000	4990	8	7	11	10	52	55	0	0
636	baseline	3	0	0	0	0	5000	5000	0	0	16907	16130	24229	23572	430353	435372	33511	29926	2599	2601	2047	2056	5000	5000	5000	4990	8	7	11	10	50	48	0	0
637	baseline	1	0	0	0	0	4980	4998	20	2	10453	10289	10985	11194	434398	440413	49164	43104	1539	1650	1280	1391	4980	4998	5000	4990	10	10	12	11	37	36	0	0
637	baseline	2	0	0	0	0	4988	4997	12	3	10171	10540	11054	11177	441513	446185	42262	37098	1594	1679	1309	1397	4988	4997	5000	4990	9	8	11	10	38	34	0	0
637	baseline	3	0	0	0	0	4986	4998	14	2	10576	10459	10999	11122	440683	445837	42742	37582	1635	1715	1329	1408	4986	4998	5000	4990	9	9	11	10	32	34	0	0
638	baseline	1	0	0	10	7	4990	4993	0	0	6420	6520	79492	77114	399879	403889	19209	17477	2260	2264	3952	3946	4990	4993	5000	4990	4	4	7	7	100	99	0	0
638	baseline	2	0	0	11	9	4989	4991	0	0	6669	6530	78372	78756	400970	402266	18989	17448	2276	2265	3880	3964	4989	4991	5000	4990	4	4	7	7	100	100	0	0
638	baseline	3	0	0	8	12	4992	4988	0	0	6741	6742	79503	78310	401073	403979	17683	15969	2297	2085	3964	3886	4992	4988	5000	4990	4	4	7	6	99	97	0	0
639	baseline	1	0	0	1	1	4998	4999	1	0	36785	37982	36638	36481	324515	334347	107062	96190	2103	2186	1531	1476	4998	4999	5000	4990	25	24	30	28	100	98	0	0
639	baseline	2	0	1	1	1	4997	4998	2	0	37494	37661	36347	36615	330596	340941	100563	89783	2114	2213	1472	1566	4997	4998	5000	4990	24	22	28	27	98	89	0	0
639	baseline	3	0	0	3	1	4996	4999	1	0	38995	37493	36791	36098	329221	342705	99993	88704	2143	2186	1458	1505	4996	4999	5000	4990	24	22	30	26	92	98	0	0
640	baseline	1	0	0	0	0	4998	5000	2	0	23443	23909	17072	17117	407096	412630	57389	51344	2312	2340	1309	1257	4998	5000	5000	4990	13	12	16	15	56	69	0	0
640	baseline	2	0	0	0	0	4999	5000	1	0	23822	23846	17048	16934	407457	413140	56673	51080	2275	2346	1235	1318	4999	5000	5000	4990	13	12	16	15	56	52	0	0
640	baseline	3	0	0	0	0	5000	5000	0	0	24544	23710	17050	17031	409863	416484	53543	47775	2339	2354	1246	1290	5000	5000	5000	4990	13	12	16	14	60	52	0	0
641	baseline	1	0	0	2	3	4998	4997	0	0	14914	14969	61282	60279	371581	377913	57223	51839	1969	2011	2973	2919	4998	4997	5000	4990	13	12	17	17	99	98	0	0
641	baseline	2	0	0	4	1	4996	4999	0	0	15080	14964	61434	60426	378509	384241	49977	45369	1942	2038	2944	3022	4996	4999	5000	4990	12	11	16	15	100	96	0	0
641	baseline	3	0	0	3	6	4997	4994	0	0	15166	14842	60760	60513	378481	383407	50593	46238	1959	2064	2943	3025	4997	4994	5000	4990	12	11	16	15	94	100	0	0
642	baseline	1	0	0	0	0	5000	5000	0	0	9334	9467	28079	28422	439376	441906	28211	25205	2141	2184	2711	2704	5000	5000	5000	4990	6	6	9	8	57	53	0	0
642	baseline	2	0	0	0	0	5000	5000	0	0	9495	9538	28454	27481	439627	442904	27424	25077	2130	2195	2672	2715	5000	5000	5000	4990	6	6	9	8	52	63	0	0
642	baseline	3	0	0	0	0	5000	5000	0	0	9716	9724	28596	28757	440779	442943	25909	23576	2247	2235	2689	2712	5000	5000	5000	4990	6	5	8	8	57	51	0	0
643	baseline	1	0	0	0	0	4900	4955	100	45	5954	5761	12806	13116	417135	427641	69105	58482	802	863	1372	1503	4900	4955	5000	4990	12	11	14	13	41	40	0	0
643	baseline	2	0	0	0	0	4892	4967	108	33	5954	5871	13021	12868	418987	431648	67038	54613	868	888	1447	1524	4892	4967	5000	4990	12	11	14	13	39	39	0	0
643	baseline	3	0	0	0	0	4911	4976	89	24	5936	6014	12911	13065	424590	435060	61563	50861	875	928	1423	1558	4911	4976	5000	4990	11	10	13	12	39	38	0	0
644	baseline	1	0	0	0	1	5000	4999	0	0	33950	34149	47474	46544	373230	380584	50346	43723	2980	2966	2064	2019	5000	4999	5000	4990	12	11	18	17	95	90	0	0
644	baseline	2	0	0	1	0	4999	5000	0	0	34309	34683	47253	47172	375483	379952	47955	43193	2907	3042	2071	2055	4999	5000	5000	4990	12	11	18	16	96	90	0	0
644	baseline	3	0	0	1	2	4999	4998	0	0	34534	34517	48002	47680	374939	380029	47525	42774	2958	3037	2093	2081	4999	4998	5000	4990	12	11	17	17	100	96	0	0
645	baseline	1	0	0	0	0	5000	5000	0	0	21425	21645	21649	22069	399057	405044	62869	56242	2147	2195	1534	1581	5000	5000	5000	4990	15	13	17	16	63	56	0	0
645	baseline	2	0	0	0	0	4999	5000	1	0	21839	21768	21976	21971	403102	408786	58083	52475	2156	2234	1526	1570	4999	5000	5000	4990	14	13	16	15	61	58	0	0
645	baseline	3	0	0	0	0	5000	5000	0	0	22092	21511	21982	21963	403265	409667	57661	51859	2178	2231	1535	1554	5000	5000	5000	4990	14	13	17	16	60	65	0	0
646	baseline	1	0	0	0	0	5000	5000	0	0	13540	14120	10170	10216	448581	450982	32709	29682	2334	2444	1349	1299	5000	5000	5000	4990	7	7	9	8	39	32	0	0
646	baseline	2	0	0	0	0	4999	5000	1	0	13748	13946	10217	10197	449841	452103	31194	28754	2325	2465	1278	1374	4999	5000	5000	4990	7	7	9	8	35	34	0	0
